2026-09-19 17:27:04;Media Expert;Głośnik mobilny DEFENDER Beatbox 50 Czarny;DEFENDER;Głośniki Bluetooth;-;https://www.mediaexpert.pl/telewizory-i-rtv/hi-fi-audio/glosniki-mobilne/glosnik-mobilny-defender-beatbox-50-czarny;257.00;499.99;258.48;WRZESIEN1809
2026-09-19 17:27:04;Media Expert;Dysk VERBATIM Store 'n' Go 1TB HDD Czerwony;VERBATIM;Dyski twarde;-;https://www.mediaexpert.pl/komputery-i-tablety/dyski-i-pamieci/dyski-wewnetrzne/dysk-verbatim-store-n-go-1tb-hdd-czerwony;339.00;359.99;359.99;WRZESIEN1809
2026-09-19 17:27:04;Media Expert;Kabel USB-C - USB-C XLINE UC15GMC-CC 100W 1.5 m Szary;XLINE;Kable do telefonów;-;https://www.mediaexpert.pl/smartfony-i-zegarki/akcesoria-do-telefonow/kable-i-przewody/kabel-usb-c-usb-c-xline-uc15gmc-cc-100w-1-5-m-szary;39.99;69.99;69.99;WRZESIEN1809
2026-09-19 17:27:05;Media Expert;Suszarka HAIER I-Pro 3 HD80-A2939-S 58 cm;HAIER;Suszarki;-;https://www.mediaexpert.pl/agd/pralki-i-suszarki/suszarki/suszarka-haier-i-pro-3-hd80-a2939-s;1749.00;1999.99;1799.00;WRZESIEN1809
2026-09-19 17:27:05;Media Expert;Robot sprzątający XIAOMI Vacuum 5 Pro Biały;XIAOMI;Roboty sprzątające;-;https://www.mediaexpert.pl/agd-male/sprzatanie/odkurzacze-automatyczne/robot-sprzatajacy-xiaomi-vacuum-5-pro-bialy;2499.00;3149.99;2536.67;WRZESIEN1809
2026-09-19 17:27:05;Media Expert;Blender kielichowy AMICA BTM 6011;AMICA;Blendery kielichowe;-;https://www.mediaexpert.pl/agd-male/do-kuchni/blendery-kielichowe/blender-kielichowy-amica-btm-6011;248.00;329.99;249.99;WRZESIEN1809
2026-09-19 17:27:05;Media Expert;Zapięcie rowerowe ABUS 4408C/65 Linka Czarny;ABUS;Zabezpieczenie roweru;-;https://www.mediaexpert.pl/rowery/akcesoria-do-rowerow/zamki-i-zapiecia/zapiecie-rowerowe-abus-4408c-65-linka-czarny;44.99;59.99;49.99;WRZESIEN1809
2026-09-19 17:27:06;Media Expert;Bateria AAA LR03 VERBATIM 49876 (20 szt.);VERBATIM;Baterie;-;https://www.mediaexpert.pl/foto-i-kamery/akcesoria-do-aparatow-i-kamer/akumulatory-i-baterie-do-aparatow-i-kamer/bateria-aaa-lr03-verbatim-49876-20-szt;29.99;29.99;0.00;
2026-09-19 17:27:06;Media Expert;Dron EXTRALINK E88 Pro;EXTRALINK;Drony;-;https://www.mediaexpert.pl/foto-i-kamery/drony-i-akcesoria/drony/dron-extralink-e88-pro;139.00;139.00;0.00;
2026-09-19 17:27:06;Media Expert;"Telewizor TCL 75C7L 75"" SQD-Mini LED 4K 288 Hz Google TV Dolby Atmos Dolby Vision HDMI 2.1";TCL;Telewizory;-;https://www.mediaexpert.pl/telewizory-i-rtv/telewizory/telewizor-tcl-75c7l-75-sqd-mini-led-4k-144-hz-vrr-google-tv-dolby-atmos-dolby-vision-hdmi-2-1;6998.98;7599.00;6998.99;RW0109-3009
2026-09-19 17:27:06;Media Expert;"Telewizor DREAME 55S100 55"" MINILED 4K 144Hz VRR Google TV Dolby Atmos Dolby Vision HDMI 2.1";DREAME;Telewizory;-;https://www.mediaexpert.pl/telewizory-i-rtv/telewizory/telewizor-dreame-55s100-55-miniled-4k-144hz-vrr-google-tv-dolby-atmos-dolby-vision-hdmi-2-1;3039.99;3039.99;0.00;
2026-09-19 17:27:07;Media Expert;Soundbar LG SC9S Czarny 3.1.3-kanałowy, Bezprzewodowy Subwoofer, 4K, HDMI ARC, Dolby Atmos, DTS:X, Wi-Fi, BT,  AirPlay2;LG;Soundbary;-;https://www.mediaexpert.pl/telewizory-i-rtv/kina-domowe/soundbary/soundbar-lg-sc9s;1597.00;1899.00;1598.00;R0109-300926
2026-09-19 17:27:07;Media Expert;Wieża PHILIPS TAM4205M2/12 Czarna Odtw.CD/-R/-RW/MP3, Wi-Fi, Bluetooth 5.4, Auracast, Tuner FM, Aplikacja Philips;PHILIPS;Wieże;-;https://www.mediaexpert.pl/telewizory-i-rtv/hi-fi-audio/wieze-male/wieza-philips-tam4205m2-12-czarny;649.00;649.00;0.00;
