2026-09-19 17:27:04;Media Expert;"Monitor LG UltraGear G5 27G523B-B 27"" IPS 1920x1080px 200Hz";LG;Monitory;-;https://www.mediaexpert.pl/komputery-i-tablety/monitory-led/monitor-lg-ultragear-g5-27g523b-b-27-ips-1920x1080px-200hz;509.00;529.99;529.00;WRZESIEN1809
2026-09-19 17:27:04;Media Expert;"Smartfon APPLE iPhone Air 5G 1TB 6.5"" 120Hz Biały obłok";APPLE;Smartfony;-;https://www.mediaexpert.pl/smartfony-i-zegarki/smartfony/smartfon-apple-iphone-air-5g-cloud-white-1tb;4699.00;7299.99;5498.00;WRZESIEN1809
2026-09-19 17:27:04;Media Expert;Lodówka AMICA FK2695.4FT(E) No frost 170cm Biała;AMICA;Lodówki;-;https://www.mediaexpert.pl/agd/lodowki-i-zamrazarki/lodowki/lodowka-amica-fk2695-4ft-e-no-frost-170cm-biala;1699.00;1899.99;1799.00;WRZESIEN1809
2026-09-19 17:27:05;Media Expert;Płyta indukcyjna SAMSUNG NZ64F3NM1AB;SAMSUNG;Płyty do zabudowy;-;https://www.mediaexpert.pl/agd-do-zabudowy/plyty-do-zabudowy/plyta-indukcyjna-samsung-nz64f3nm1ab;999.00;1299.99;1098.97;WRZESIEN1809
2026-09-19 17:27:05;Media Expert;Oczyszczacz powietrza TCL Breeva A3WW Biały Wi‑Fi;TCL;Oczyszczacze powietrza;-;https://www.mediaexpert.pl/agd-male/do-domu/oczyszczacze-powietrza/oczyszczacz-powietrza-tcl-breeva-a3ww-bialy;549.00;699.99;599.00;WRZESIEN1809
2026-09-19 17:27:05;Media Expert;Zapięcie rowerowe ABUS Combiflex Break 85 Linka Czarny;ABUS;Zabezpieczenie roweru;-;https://www.mediaexpert.pl/rowery/akcesoria-do-rowerow/zamki-i-zapiecia/zapiecie-rowerowe-abus-combiflex-break-85-linka-czarny;67.99;109.99;70.90;WRZESIEN1809
2026-09-19 17:27:05;Media Expert;Karma dla kota BRIT CARE Grain Free Sterilized Urinary Kurczak 7 kg;BRIT CARE;Karmy dla kotów;-;https://www.mediaexpert.pl/artykuly-dla-zwierzat/karmy-dla-kotow/karma-dla-kota-brit-care-grain-free-sterilized-urinary-kurczak-7-kg;114.99;114.99;0.00;
2026-09-19 17:27:06;Media Expert;Inteligentne gniazdko SONOFF S60ZBTPF ZigBee;SONOFF;Inteligentne gniazdka;-;https://www.mediaexpert.pl/dom/inteligentny-dom/inteligentne-gniazdka-wifi/inteligentne-gniazdko-sonoff-s60zbtpf-zigbee;63.99;63.99;0.00;
2026-09-19 17:27:06;Media Expert;Stacja pogody METEO SP94;METEO;Stacje pogodowe i termometry;-;https://www.mediaexpert.pl/dom/wyposazenie-wnetrz/stacje-pogodowe-i-termometry/stacja-pogodowa-meteo-sp94-z-ladowarka-indukcyjna;199.97;199.97;0.00;
2026-09-19 17:27:06;Media Expert;Telewizor TCL 55A400U 55” QD-Mini LED 4K 288 Hz Google TV Dolby Atmos Dolby Vision HDMI 2.1;TCL;Telewizory;-;https://www.mediaexpert.pl/telewizory-i-rtv/telewizory/tv-tcl-55a4000u-qd-miniled-4k-144hz-google-tv-atmos-d-vision-iq-hdmi-2-1-onkyo;3498.98;4099.00;3498.99;RW1209-3009
2026-09-19 17:27:06;Media Expert;Soundbar SAMSUNG HW-QS750F EN Czarny 5.1.2-kanałowy, Bezprzewodowy Subwoofer, Głośniki Surround, Rotacyjny Design, HDMI eARC;SAMSUNG;Soundbary;-;https://www.mediaexpert.pl/telewizory-i-rtv/kina-domowe/soundbary/soundbar-samsung-hw-qs750f-en-czarny;1797.00;2099.99;1797.99;R110912-300926
2026-09-19 17:27:07;Media Expert;Wieża BLAUPUNKT MS16BT Biała, Odtw.CD/-R/-RW, Bluetooth, Tuner FM, Wbudowany Korektor dźwięku, Wejście USB;BLAUPUNKT;Wieże;-;https://www.mediaexpert.pl/telewizory-i-rtv/hi-fi-audio/wieze-male/wieza-blaupunkt-ms16bt-bialy;369.99;394.99;394.99;ME0709-300926
2026-09-19 17:27:07;Media Expert;Streamer muzyczny/Odtwarzacz sieciowy EVERSOLO DMP-A8 Czarny, Wi-Fi, Hi-Res Audio, Wbudowany moduł DSP z 10-pasmową regulację PEQ;EVERSOLO;Odtwarzacze sieciowe;-;https://www.mediaexpert.pl/telewizory-i-rtv/blu-ray-dvd-nagrywarki/odtwaarzacze-sieciowe/streamer-odtwarzacz-sieciowy-eversolo-dmp-a8-czarny;7199.00;7999.00;7999.00;ME1509-311026
2026-09-19 17:27:07;Media Expert;Słuchawki nauszne PHILIPS TAH3209BK/00 Czarny;PHILIPS;Słuchawki;-;https://www.mediaexpert.pl/telewizory-i-rtv/sluchawki/wszystkie-sluchawki/sluchawki-nauszne-philips-tah3209bk-00-czarny;68.90;89.99;79.00;ME0609-300926
